Step	Temp	PotEng	KinEng	TotEng	Volume	Density	Enthalpy	Press
0	300	-1152.5631	7.6004965	-1144.9626	2547.805	1.1365562	-1144.5038	288.51828
1000	179.70193	-1149.4991	4.5527464	-1144.9463	2547.8045	1.1365564	-1140.0732	3064.4321
2000	193.65823	-1149.8512	4.9063289	-1144.9449	2547.8038	1.1365567	-1143.1057	1156.585
3000	211.96292	-1150.3139	5.3700781	-1144.9438	2547.8022	1.1365574	-1146.5709	-1023.1602
4000	218.09135	-1150.4719	5.5253418	-1144.9465	2547.7998	1.1365585	-1151.9716	-4417.7098
5000	211.65793	-1150.307	5.3623512	-1144.9446	2547.7969	1.1365598	-1151.1064	-3874.798
6000	200.47547	-1150.0196	5.0790438	-1144.9406	2547.7937	1.1365612	-1147.406	-1550.3373
7000	216.65177	-1150.433	5.4888701	-1144.9441	2547.7899	1.1365629	-1142.525	1521.2476
8000	203.6645	-1150.1031	5.1598378	-1144.9433	2547.7855	1.1365649	-1151.9126	-4382.6509
9000	216.66807	-1150.4319	5.4892831	-1144.9426	2547.7809	1.1365669	-1144.2658	425.57488
10000	214.99187	-1150.3882	5.4468165	-1144.9414	2547.7754	1.1365694	-1142.7059	1405.7654
11000	211.88824	-1150.3088	5.3681862	-1144.9407	2547.7693	1.1365721	-1151.3668	-4041.0869
12000	209.76735	-1150.2535	5.3144535	-1144.939	2547.7623	1.1365752	-1152.8651	-4984.3394
13000	215.95238	-1150.4099	5.4711511	-1144.9387	2547.7546	1.1365787	-1144.1086	522.05173
14000	203.0741	-1150.0816	5.14488	-1144.9367	2547.7462	1.1365824	-1142.9462	1251.7342
15000	212.7852	-1150.3286	5.3909107	-1144.9377	2547.7374	1.1365863	-1144.7045	146.66754
16000	205.87234	-1150.1517	5.2157734	-1144.9359	2547.7286	1.1365902	-1151.7025	-4255.245
17000	226.72984	-1150.6815	5.7441979	-1144.9373	2547.7192	1.1365944	-1140.1095	3036.0254
18000	204.45402	-1150.1129	5.1798402	-1144.9331	2547.7094	1.1365988	-1146.7426	-1137.9507
19000	210.85949	-1150.2745	5.3421226	-1144.9323	2547.6992	1.1366033	-1141.1527	2376.8957
20000	220.22791	-1150.5084	5.5794716	-1144.9289	2547.6892	1.1366078	-1150.1075	-3256.6706
21000	203.01566	-1150.0709	5.1433995	-1144.9275	2547.6785	1.1366126	-1148.4742	-2230.3985
22000	214.72409	-1150.3654	5.4400324	-1144.9254	2547.6669	1.1366178	-1144.1346	497.27485
23000	203.64672	-1150.0817	5.1593873	-1144.9223	2547.6545	1.1366233	-1149.7335	-3025.6777
24000	194.79885	-1149.8561	4.9352266	-1144.9209	2547.6415	1.1366291	-1151.4043	-4077.3276
25000	210.39301	-1150.2466	5.3303044	-1144.9163	2547.6277	1.1366353	-1147.5507	-1656.7583
26000	214.17893	-1150.3437	5.4262208	-1144.9175	2547.6133	1.1366417	-1145.7171	-502.85443
