Step	Temp	PotEng	KinEng	TotEng	Volume	Density	Enthalpy	Press
0	300	-829.33597	6.5534894	-822.78248	1507.0168	1.2815577	-807.86235	15862.253
1000	167.34508	-826.41487	3.6556473	-822.75922	1507.0185	1.2815562	-805.13333	18738.843
2000	188.33709	-826.86942	4.114217	-822.75521	1507.0236	1.2815519	-807.27466	16457.986
3000	176.09879	-826.60483	3.8468718	-822.75796	1507.0325	1.2815444	-807.678	16032.011
4000	193.6864	-826.98872	4.2310726	-822.75764	1507.0452	1.2815335	-813.40895	9938.8186
5000	189.66924	-826.90098	4.1433179	-822.75766	1507.0618	1.2815194	-806.43095	17357.129
6000	206.47988	-827.2661	4.5105456	-822.75556	1507.082	1.2815023	-811.43267	12037.34
7000	212.58017	-827.40317	4.6438063	-822.75936	1507.1056	1.2814821	-805.21483	18651.275
8000	205.18916	-827.23861	4.48235	-822.75626	1507.133	1.2814589	-809.87754	13690.885
9000	205.14908	-827.24284	4.4814743	-822.76137	1507.1642	1.2814323	-810.65367	12870.968
10000	194.96293	-827.01619	4.2589583	-822.75723	1507.1991	1.2814027	-807.69251	16014.039
11000	194.27905	-826.99618	4.2440189	-822.75217	1507.2377	1.2813699	-806.92917	16819.659
12000	195.02547	-827.01574	4.2603245	-822.75542	1507.28	1.2813339	-803.39215	20582.354
13000	200.58977	-827.13897	4.3818764	-822.75709	1507.326	1.2812948	-807.48117	16237.179
14000	213.17372	-827.4116	4.6567723	-822.75482	1507.3759	1.2812524	-806.19125	17605.272
15000	213.81286	-827.42405	4.6707343	-822.75331	1507.4296	1.2812067	-807.96655	15716.166
16000	193.72593	-826.98621	4.2319361	-822.75428	1507.4869	1.281158	-809.44522	14145.033
17000	194.32075	-826.99505	4.24493	-822.75012	1507.5479	1.2811062	-814.84987	8396.1392
18000	201.86648	-827.16329	4.4097661	-822.75353	1507.6126	1.2810513	-811.11431	12369.28
19000	209.01015	-827.31589	4.5658193	-822.75008	1507.6809	1.2809932	-810.42515	13097.403
20000	212.23785	-827.38908	4.6363283	-822.75276	1507.7529	1.2809321	-810.91236	12581.91
21000	204.35699	-827.21407	4.4641712	-822.7499	1507.8284	1.2808679	-803.4025	20558.007
22000	211.90635	-827.38087	4.6290867	-822.75179	1507.9077	1.2808005	-813.4602	9872.46
23000	200.34806	-827.13098	4.3765962	-822.75438	1507.9906	1.2807301	-810.20273	13335.601
24000	212.86794	-827.39635	4.6500927	-822.74626	1508.077	1.2806568	-804.0431	19870.172
25000	199.1478	-827.09448	4.3503767	-822.74411	1508.1669	1.2805804	-806.55971	17193.233
26000	185.84776	-826.80323	4.0598378	-822.74339	1508.2603	1.2805011	-810.44595	13063.171
27000	192.22329	-826.94238	4.1991109	-822.74327	1508.3571	1.2804189	-807.45512	16239.06
28000	203.49526	-827.18588	4.4453466	-822.74054	1508.4575	1.2803337	-807.24313	16460.251
29000	182.14069	-826.71639	3.9788569	-822.73753	1508.5615	1.2802454	-801.91469	22115.025
30000	196.89556	-827.04018	4.3011765	-822.739	1508.669	1.2801542	-813.42823	9887.8551
31000	204.26715	-827.20057	4.4622086	-822.73836	1508.78	1.28006	-813.41993	9895.2627
32000	191.8518	-826.92514	4.1909957	-822.73414	1508.8945	1.2799629	-803.45346	20472.637
33000	195.70408	-827.0114	4.2751486	-822.73626	1509.0128	1.2798625	-809.6188	13927.304
34000	213.44575	-827.39766	4.6627148	-822.73495	1509.1347	1.2797592	-806.59527	17134.724
35000	213.59505	-827.40358	4.6659762	-822.73761	1509.2604	1.2796526	-806.87112	16843.292
36000	194.21281	-826.97304	4.242572	-822.73047	1509.3899	1.2795428	-812.61828	10733.81
37000	209.39327	-827.30163	4.5741886	-822.72744	1509.5227	1.2794302	-810.85312	12603.165
38000	216.04955	-827.44794	4.7195947	-822.72834	1509.659	1.2793147	-812.69921	10643.757
39000	217.34691	-827.47986	4.7479354	-822.73192	1509.7988	1.2791962	-808.36046	15250.79
40000	205.13594	-827.20733	4.4811874	-822.72614	1509.9422	1.2790748	-805.36628	18420.285
41000	213.39393	-827.38418	4.6615828	-822.7226	1510.0893	1.2789502	-811.2269	12196.722
42000	185.89918	-826.77957	4.060961	-822.71861	1510.2401	1.2788225	-808.67553	14897.956
43000	223.96214	-827.6129	4.8924451	-822.72045	1510.3944	1.2786918	-803.04456	20871.533
44000	205.57156	-827.20668	4.4907035	-822.71598	1510.5524	1.2785581	-810.5188	12937.015
45000	201.12982	-827.1116	4.3936738	-822.71793	1510.7141	1.2784213	-809.02928	14517.391
46000	185.99418	-826.77653	4.0630363	-822.71349	1510.8796	1.2782812	-810.07337	13403.923
47000	203.2814	-827.15268	4.4406749	-822.71201	1511.0491	1.2781378	-803.27974	20604.178
48000	214.53585	-827.3958	4.6865281	-822.70927	1511.2225	1.2779911	-810.51207	12931.295
49000	202.19599	-827.12388	4.4169643	-822.70692	1511.3995	1.2778414	-809.26861	14245.429
50000	214.51244	-827.3918	4.6860165	-822.70579	1511.58	1.2776889	-809.15602	14361.869
