Step	Temp	PotEng	KinEng	TotEng	Volume	Density	Enthalpy	Press
0	300	-830.11135	6.5534894	-823.55786	1720.5493	1.1225072	-817.87631	5290.6688
1000	147.45034	-826.75734	3.2210474	-823.53629	1720.5497	1.122507	-818.17556	4991.919
2000	154.84171	-826.91551	3.3825117	-823.533	1720.5508	1.1225062	-822.80217	680.54507
3000	173.00899	-827.31564	3.7793753	-823.53626	1720.5527	1.122505	-822.03581	1397.2175
4000	161.13767	-827.0539	3.5200467	-823.53385	1720.5556	1.1225031	-813.30941	9520.9736
5000	176.00689	-827.38407	3.8448642	-823.5392	1720.5596	1.1225005	-819.55481	3710.2442
6000	172.37271	-827.29982	3.7654758	-823.53434	1720.5647	1.1224972	-818.80778	4401.3349
7000	174.40194	-827.34446	3.8098041	-823.53465	1720.5709	1.1224931	-816.07642	6945.0247
8000	150.41531	-826.81531	3.285817	-823.5295	1720.5781	1.1224884	-817.10631	5981.1723
9000	179.71907	-827.45851	3.9259567	-823.53255	1720.5866	1.1224829	-821.184	2186.9278
10000	159.34282	-827.01079	3.4808382	-823.52995	1720.5962	1.1224766	-814.85955	8073.6544
11000	158.14067	-826.9834	3.4545772	-823.52882	1720.6069	1.1224696	-822.43011	1023.0858
12000	181.92254	-827.5066	3.9740915	-823.53251	1720.6187	1.1224619	-815.50596	7474.0311
13000	163.38001	-827.09752	3.5690306	-823.52849	1720.6317	1.1224535	-820.11097	3182.2432
14000	166.13742	-827.15771	3.6292661	-823.52844	1720.6457	1.1224443	-818.45776	4721.5565
15000	169.78343	-827.23628	3.7089131	-823.52736	1720.6606	1.1224346	-821.23008	2139.0907
16000	171.58873	-827.27186	3.7483496	-823.52351	1720.6768	1.122424	-820.65414	2671.7605
17000	168.95545	-827.21313	3.6908258	-823.5223	1720.6941	1.1224128	-822.27738	1159.1769
18000	167.76483	-827.18513	3.6648167	-823.52032	1720.7124	1.1224008	-827.32439	-3542.0185
19000	179.86629	-827.44976	3.9291727	-823.52059	1720.7319	1.1223881	-816.18164	6833.3007
20000	182.59886	-827.51365	3.9888657	-823.52478	1720.7524	1.1223747	-817.22535	5865.3446
21000	173.64549	-827.31115	3.7932796	-823.51787	1720.7741	1.1223606	-821.21499	2144.1634
22000	165.81935	-827.13733	3.6223178	-823.51501	1720.7967	1.1223458	-822.431	1009.2835
23000	166.70979	-827.15875	3.6417694	-823.51698	1720.8205	1.1223303	-817.15055	5927.4875
24000	171.39798	-827.25609	3.7441828	-823.51191	1720.8454	1.122314	-819.22629	3990.0872
25000	161.2782	-827.03234	3.5231166	-823.50922	1720.8713	1.1222972	-820.26596	3019.562
26000	169.08729	-827.20082	3.6937058	-823.50711	1720.898	1.1222797	-818.25823	4886.7714
27000	171.80762	-827.25996	3.7531313	-823.50683	1720.9258	1.1222616	-821.70682	1675.802
28000	167.96855	-827.17393	3.6692671	-823.50466	1720.9544	1.122243	-821.1656	2177.6193
29000	179.80099	-827.43141	3.9277462	-823.50366	1720.984	1.1222237	-824.77241	-1181.1612
30000	178.34683	-827.39691	3.8959801	-823.50093	1721.0145	1.1222038	-817.83549	5274.2344
31000	194.48956	-827.74535	4.2486175	-823.49673	1721.0457	1.1221834	-822.90153	554.08997
32000	186.39253	-827.56423	4.0717383	-823.49249	1721.0777	1.1221626	-822.26955	1138.4546
33000	186.12435	-827.552	4.0658797	-823.48612	1721.1103	1.1221413	-821.06552	2253.3306
34000	180.78898	-827.43474	3.9493288	-823.48541	1721.1437	1.1221196	-821.23827	2091.821
35000	184.00928	-827.50396	4.0196763	-823.48429	1721.1779	1.1220972	-820.35923	2908.9901
36000	197.29504	-827.79025	4.3099032	-823.48035	1721.2131	1.1220743	-820.0447	3198.0452
37000	190.90366	-827.64598	4.1702836	-823.4757	1721.2492	1.1220508	-823.15218	301.13492
