Step	Temp	PotEng	KinEng	TotEng	Volume	Density	Enthalpy	Press
0	300	-1156.5023	7.6004965	-1148.9018	1975.4326	1.465868	-1125.5887	18908.147
1000	162.54854	-1153.0032	4.1181654	-1148.8851	1975.4355	1.4658658	-1134.7141	11493.367
2000	162.05842	-1152.9888	4.1057481	-1148.883	1975.4441	1.4658595	-1131.6234	13998.333
3000	161.46128	-1152.9734	4.0906197	-1148.8828	1975.4583	1.4658489	-1123.8741	20283.051
4000	162.05093	-1152.9891	4.1055584	-1148.8835	1975.4783	1.4658341	-1125.4021	19044.134
5000	171.17892	-1153.2197	4.3368159	-1148.8829	1975.5038	1.4658152	-1128.7845	16300.269
6000	156.42243	-1152.8445	3.9629604	-1148.8815	1975.5353	1.4657918	-1131.0959	14424.349
7000	177.78387	-1153.3895	4.5041522	-1148.8854	1975.5726	1.4657641	-1124.0598	20133.362
8000	167.7299	-1153.1337	4.249435	-1148.8843	1975.6158	1.4657321	-1127.6085	17254.117
9000	159.88239	-1152.9311	4.0506185	-1148.8805	1975.6649	1.4656957	-1129.4159	15784.925
10000	166.84281	-1153.1081	4.2269606	-1148.8812	1975.72	1.4656548	-1127.1436	17627.735
11000	165.75066	-1153.0804	4.199291	-1148.8811	1975.7813	1.4656093	-1130.5145	14893.682
12000	168.09899	-1153.1409	4.2587858	-1148.8821	1975.8486	1.4655594	-1128.6538	16402.695
13000	168.53546	-1153.1494	4.269844	-1148.8795	1975.9217	1.4655052	-1118.609	24544.872
14000	176.31328	-1153.3502	4.466895	-1148.8833	1976.0007	1.4654466	-1129.0534	16078.454
15000	172.8225	-1153.2599	4.3784559	-1148.8814	1976.0857	1.4653836	-1122.7433	21192.363
16000	166.37585	-1153.0929	4.2151301	-1148.8778	1976.1766	1.4653161	-1128.8382	16246.955
17000	160.23728	-1152.9377	4.0596097	-1148.8781	1976.2734	1.4652444	-1124.7872	19530.608
18000	169.20529	-1153.1646	4.286814	-1148.8778	1976.3759	1.4651684	-1121.0896	22526.873
19000	172.08176	-1153.2351	4.3596895	-1148.8754	1976.4842	1.4650881	-1129.1714	15972.406
20000	161.8724	-1152.9789	4.1010355	-1148.8779	1976.5984	1.4650034	-1119.9988	23408.59
21000	172.57044	-1153.248	4.3720702	-1148.876	1976.7187	1.4649143	-1128.1367	16809.619
22000	172.05874	-1153.2364	4.3591062	-1148.8773	1976.8448	1.4648208	-1132.676	13130.717
23000	159.95555	-1152.926	4.0524719	-1148.8736	1976.9767	1.4647232	-1131.0919	14410.554
24000	181.73447	-1153.4792	4.6042407	-1148.8749	1977.1145	1.464621	-1135.3641	10948.657
25000	164.7209	-1153.0461	4.1732021	-1148.8729	1977.2581	1.4645146	-1123.3718	20663.622
26000	161.20301	-1152.9584	4.0840764	-1148.8743	1977.4073	1.4644042	-1134.9423	11288.339
27000	172.74106	-1153.2482	4.3763927	-1148.8718	1977.5622	1.4642894	-1126.3335	18260.029
28000	158.4658	-1152.8852	4.0147291	-1148.8705	1977.7226	1.4641707	-1130.9389	14526.551
29000	161.98911	-1152.9715	4.1039922	-1148.8675	1977.8886	1.4640478	-1132.7035	13093.569
30000	177.93168	-1153.3784	4.5078971	-1148.8705	1978.0604	1.4639207	-1128.5878	16428.468
31000	187.67616	-1153.6237	4.7547734	-1148.8689	1978.2384	1.463789	-1130.025	15261.687
32000	169.51269	-1153.1608	4.2946021	-1148.8662	1978.4222	1.463653	-1133.3553	12561.103
33000	180.3721	-1153.4349	4.569725	-1148.8651	1978.6116	1.4635128	-1120.0797	23308.941
34000	160.02176	-1152.9166	4.0541494	-1148.8625	1978.8066	1.4633686	-1136.9566	9639.8112
35000	176.94965	-1153.3439	4.4830173	-1148.8609	1979.0071	1.4632203	-1131.2975	14219.114
36000	182.64189	-1153.489	4.6272301	-1148.8617	1979.213	1.4630681	-1128.1998	16725.824
37000	173.0472	-1153.2417	4.3841488	-1148.8576	1979.4244	1.4629119	-1126.7478	17896.047
38000	169.0825	-1153.1423	4.2837032	-1148.8586	1979.6413	1.4627516	-1129.3746	15768.901
39000	174.12668	-1153.2668	4.4114975	-1148.8553	1979.8637	1.4625873	-1128.158	16749.022
40000	175.96598	-1153.3135	4.4580961	-1148.8554	1980.0916	1.462419	-1129.8631	15367.461
41000	154.17319	-1152.7556	3.905976	-1148.8496	1980.3249	1.4622467	-1125.6996	18729.471
42000	170.97515	-1153.1825	4.3316535	-1148.8509	1980.5637	1.4620704	-1126.8181	17823.424
43000	174.00372	-1153.2581	4.4083823	-1148.8497	1980.8082	1.4618899	-1124.9976	19292.775
44000	166.72421	-1153.0704	4.2239558	-1148.8464	1981.0585	1.4617052	-1130.1425	15126.745
45000	173.56681	-1153.247	4.3973132	-1148.8497	1981.3143	1.4615165	-1130.6941	14681.391
46000	170.95106	-1153.1733	4.3310431	-1148.8422	1981.5756	1.4613237	-1130.8235	14568.772
47000	168.77528	-1153.1178	4.2759198	-1148.8418	1981.8424	1.461127	-1131.9625	13645.725
48000	163.82497	-1152.9907	4.1505036	-1148.8402	1982.1147	1.4609263	-1130.6521	14701.709
49000	159.75737	-1152.8838	4.0474511	-1148.8363	1982.3923	1.4607217	-1131.9976	13609.117
50000	174.81477	-1153.2691	4.4289301	-1148.8402	1982.6755	1.4605131	-1136.7542	9766.5845
51000	175.0674	-1153.2696	4.4353305	-1148.8342	1982.9642	1.4603004	-1123.2634	20660.525
52000	183.10218	-1153.4717	4.6388916	-1148.8328	1983.2584	1.4600838	-1132.2263	13415.576
53000	174.02604	-1153.2379	4.4089477	-1148.829	1983.5582	1.4598631	-1130.9819	14415.582
54000	177.32916	-1153.3194	4.4926323	-1148.8268	1983.8636	1.4596384	-1133.5733	12318.779
55000	173.6125	-1153.2247	4.3984707	-1148.8262	1984.1746	1.4594096	-1127.9947	16820.988
56000	172.98642	-1153.2045	4.382609	-1148.8219	1984.4912	1.4591768	-1127.5672	17159.915
57000	156.35363	-1152.78	3.9612174	-1148.8188	1984.8132	1.45894	-1124.5714	19572.92
58000	175.86704	-1153.2743	4.4555894	-1148.8187	1985.1409	1.4586992	-1128.0012	16801.483
59000	185.72555	-1153.5209	4.7053547	-1148.8156	1985.4741	1.4584544	-1123.3753	20529.004
60000	179.85806	-1153.3703	4.5567018	-1148.8136	1985.8129	1.4582056	-1135.5385	10710.521
61000	164.24374	-1152.9725	4.1611133	-1148.8114	1986.157	1.4579529	-1122.4219	21287.649
62000	172.2829	-1153.1723	4.3647854	-1148.8076	1986.5067	1.4576963	-1128.7972	16138.917
63000	172.21288	-1153.1713	4.3630113	-1148.8083	1986.8617	1.4574358	-1128.8989	16054.664
64000	182.65057	-1153.4337	4.6274502	-1148.8062	1987.222	1.4571716	-1128.9556	16004.325
65000	181.69345	-1153.4055	4.6032014	-1148.8023	1987.5875	1.4569036	-1128.3624	16476.422
66000	164.99387	-1152.978	4.1801178	-1148.7978	1987.9583	1.4566319	-1130.9565	14379.048
67000	185.78842	-1153.5041	4.7069476	-1148.7972	1988.3344	1.4563564	-1128.872	16055.51
68000	182.94933	-1153.4286	4.6350191	-1148.7936	1988.7156	1.4560772	-1128.828	16084.949
69000	174.66862	-1153.2136	4.4252276	-1148.7884	1989.1021	1.4557943	-1132.8615	12828.714
70000	189.60772	-1153.5905	4.8037094	-1148.7868	1989.4938	1.4555077	-1135.7099	10531.011
71000	182.10026	-1153.3972	4.6135079	-1148.7837	1989.8906	1.4552174	-1141.5673	5810.3475
72000	194.07354	-1153.6995	4.9168508	-1148.7827	1990.2924	1.4549237	-1125.4406	18790.28
73000	174.50145	-1153.1969	4.4209922	-1148.776	1990.6994	1.4546262	-1127.2486	17325.902
74000	185.7406	-1153.484	4.705736	-1148.7783	1991.1118	1.4543249	-1132.5772	13036.413
75000	187.58645	-1153.5254	4.7525005	-1148.7729	1991.5295	1.4540199	-1130.2699	14885.58
76000	181.85373	-1153.3757	4.6072621	-1148.7685	1991.9525	1.4537111	-1135.012	11064.695
77000	185.36195	-1153.4621	4.6961428	-1148.766	1992.3806	1.4533987	-1126.6722	17766.71
78000	175.55423	-1153.2094	4.4476644	-1148.7618	1992.8138	1.4530828	-1132.8288	12809.771
79000	187.63084	-1153.5142	4.7536252	-1148.7606	1993.2519	1.4527634	-1131.5808	13809.113
