Step	Temp	PotEng	KinEng	TotEng	Volume	Density	Enthalpy	Press
0	300	-1153.9044	7.6004965	-1146.3039	2409.211	1.2019385	-1134.6249	7766.7933
1000	160.58637	-1150.3548	4.0684537	-1146.2864	2409.2123	1.2019378	-1141.4647	3206.5216
2000	166.99414	-1150.5179	4.2307946	-1146.2871	2409.2162	1.2019359	-1145.6717	409.2393
3000	168.86434	-1150.5624	4.2781761	-1146.2842	2409.2228	1.2019326	-1142.59	2456.6779
4000	178.22516	-1150.8009	4.5153324	-1146.2855	2409.232	1.201928	-1140.6371	3756.285
5000	172.93865	-1150.6679	4.3813987	-1146.2865	2409.2442	1.201922	-1140.6964	3717.5043
6000	163.69727	-1150.4335	4.1472685	-1146.2862	2409.2594	1.2019144	-1138.0043	5507.5139
7000	172.4725	-1150.6556	4.3695887	-1146.2861	2409.2775	1.2019053	-1133.5477	8471.0724
8000	171.71996	-1150.6352	4.3505231	-1146.2847	2409.2989	1.2018947	-1149.4717	-2119.3305
9000	189.41452	-1151.0832	4.7988147	-1146.2844	2409.324	1.2018821	-1141.9582	2876.8226
10000	192.03644	-1151.1483	4.8652411	-1146.2831	2409.3527	1.2018678	-1134.3829	7913.4147
11000	180.5911	-1150.8588	4.5752733	-1146.2836	2409.3845	1.2018519	-1140.2551	4008.7598
12000	180.71796	-1150.8594	4.5784874	-1146.2809	2409.4196	1.2018344	-1139.8819	4255.1174
13000	182.99919	-1150.9161	4.6362823	-1146.2799	2409.4579	1.2018154	-1142.819	2301.3328
14000	179.78821	-1150.8324	4.5549323	-1146.2775	2409.4993	1.2017947	-1130.5221	10476.455
15000	199.7199	-1151.3399	5.0599015	-1146.28	2409.5446	1.2017721	-1135.1934	7371.811
16000	179.91933	-1150.8344	4.5582541	-1146.2762	2409.5938	1.2017476	-1134.0278	8144.1369
17000	195.68404	-1151.2328	4.9576528	-1146.2752	2409.6468	1.2017211	-1136.3925	6570.968
18000	187.8991	-1151.034	4.7604214	-1146.2736	2409.703	1.2016931	-1138.9624	4861.1354
19000	170.60496	-1150.5917	4.3222747	-1146.2694	2409.7626	1.2016634	-1134.2156	8014.2114
20000	190.71172	-1151.1011	4.8316792	-1146.2694	2409.8257	1.2016319	-1147.2338	-641.20824
21000	194.13167	-1151.1867	4.9183235	-1146.2683	2409.8918	1.201599	-1126.5996	13076.45
22000	193.90762	-1151.183	4.9126473	-1146.2703	2409.9617	1.2015641	-1133.3449	8592.9602
23000	200.30315	-1151.3424	5.074678	-1146.2677	2410.035	1.2015275	-1133.2112	8679.8433
24000	191.76082	-1151.1212	4.858258	-1146.263	2410.1119	1.2014892	-1138.9049	4891.4652
25000	187.02415	-1150.9998	4.7382547	-1146.2616	2410.1921	1.2014492	-1131.5864	9755.3535
26000	191.99672	-1151.1252	4.8642347	-1146.261	2410.2758	1.2014075	-1132.2001	9346.6896
27000	189.50428	-1151.0581	4.8010887	-1146.257	2410.3629	1.2013641	-1134.0893	8087.8727
28000	195.73776	-1151.216	4.9590138	-1146.2569	2410.4533	1.2013191	-1141.8904	2902.3264
29000	182.05915	-1150.8652	4.6124665	-1146.2527	2410.5467	1.2012725	-1131.5392	9779.3654
30000	181.68373	-1150.8523	4.6029551	-1146.2494	2410.6429	1.2012246	-1146.3317	-54.720673
31000	179.34367	-1150.7903	4.5436699	-1146.2467	2410.742	1.2011752	-1146.7748	-351.00376
32000	208.27155	-1151.5248	5.2765574	-1146.2482	2410.8443	1.2011242	-1135.8934	6881.498
