Step	Temp	PotEng	KinEng	TotEng	Volume	Density	Enthalpy	Press
0	300	-834.48818	6.5534894	-827.93469	1866.6341	1.0346586	-829.28101	-1155.5766
1000	146.26664	-831.10569	3.1951895	-827.9105	1866.6337	1.0346588	-836.60726	-7464.6362
2000	142.3526	-831.02156	3.1096875	-827.91187	1866.6322	1.0346596	-832.46396	-3907.1732
3000	149.73194	-831.18341	3.2708889	-827.91252	1866.6299	1.0346609	-830.58637	-2295.0399
4000	147.65044	-831.13741	3.2254187	-827.91199	1866.6266	1.0346627	-832.13826	-3627.5228
5000	147.77669	-831.14065	3.2281766	-827.91247	1866.6223	1.0346651	-835.25517	-6302.4551
6000	139.34407	-830.9546	3.0439663	-827.91063	1866.6171	1.034668	-833.88861	-5131.0871
7000	162.10635	-831.45748	3.5412074	-827.91627	1866.6111	1.0346713	-831.31742	-2919.3226
8000	144.86561	-831.07776	3.1645841	-827.91317	1866.6042	1.0346752	-833.52529	-4817.0925
9000	140.06787	-830.96787	3.0597776	-827.90809	1866.5962	1.0346796	-830.93073	-2594.454
10000	157.96361	-831.35793	3.4507095	-827.90722	1866.5873	1.0346845	-830.34996	-2096.7168
11000	145.43192	-831.08395	3.176955	-827.907	1866.5773	1.03469	-829.98148	-1780.6324
12000	148.18505	-831.14476	3.2370973	-827.90766	1866.5665	1.0346961	-827.5259	327.68466
13000	145.36259	-831.08001	3.1754405	-827.90457	1866.5546	1.0347026	-829.76745	-1599.0221
14000	151.93678	-831.22534	3.3190536	-827.90629	1866.5418	1.0347098	-828.71704	-695.92188
15000	147.81282	-831.13436	3.2289659	-827.9054	1866.528	1.0347174	-831.18772	-2817.4551
16000	145.73354	-831.08762	3.183544	-827.90407	1866.5134	1.0347255	-830.03947	-1832.9784
17000	148.17397	-831.13854	3.236855	-827.90168	1866.4978	1.0347341	-831.09107	-2737.7328
18000	148.45663	-831.1426	3.2430299	-827.89957	1866.4813	1.0347433	-831.57787	-3157.4257
19000	156.3528	-831.31516	3.4155214	-827.89964	1866.4637	1.034753	-831.76353	-3316.778
20000	146.34184	-831.09484	3.1968323	-827.89801	1866.445	1.0347634	-828.11203	-183.71901
21000	149.79848	-831.16719	3.2723425	-827.89484	1866.4253	1.0347743	-831.67038	-3240.9975
22000	144.79425	-831.05845	3.1630253	-827.89542	1866.4046	1.0347858	-833.37316	-4702.2485
23000	160.88746	-831.40833	3.5145808	-827.89375	1866.3826	1.034798	-829.59106	-1457.0367
24000	141.30146	-830.97787	3.0867254	-827.89114	1866.3597	1.0348107	-829.87288	-1701.2211
25000	160.677	-831.4019	3.5099834	-827.89192	1866.3357	1.034824	-830.37584	-2132.3514
26000	141.26845	-830.97492	3.0860042	-827.88891	1866.3108	1.0348378	-831.82073	-3375.353
27000	149.18989	-831.14393	3.2590479	-827.88488	1866.2849	1.0348522	-826.0256	1596.1614
28000	160.62071	-831.39215	3.5087537	-827.88339	1866.2581	1.034867	-834.20111	-5423.7431
29000	134.56662	-830.82002	2.9396029	-827.88042	1866.2304	1.0348824	-829.24578	-1172.1723
30000	147.31285	-831.0925	3.2180439	-827.87446	1866.2017	1.0348983	-834.54817	-5729.5331
31000	150.46011	-831.16124	3.2867957	-827.87444	1866.1722	1.0349147	-831.61772	-3213.7388
32000	141.55982	-830.9623	3.0923692	-827.86993	1866.1417	1.0349316	-824.68734	2732.4166
33000	147.90757	-831.10397	3.2310357	-827.87293	1866.1103	1.034949	-825.84264	1743.1323
34000	153.8054	-831.22994	3.3598734	-827.87007	1866.078	1.0349669	-832.70793	-4153.6927
35000	146.03203	-831.05491	3.1900645	-827.86485	1866.0447	1.0349854	-837.78061	-8513.6213
36000	141.06062	-830.94397	3.0814643	-827.8625	1866.0106	1.0350043	-831.8338	-3409.7952
37000	144.47486	-831.01239	3.1560482	-827.85634	1865.9756	1.0350237	-833.31354	-4685.6925
38000	139.1002	-830.89071	3.038639	-827.85207	1865.9398	1.0350436	-831.0395	-2736.8633
39000	156.61043	-831.27225	3.4211492	-827.8511	1865.9031	1.0350639	-832.41183	-3916.1166
40000	160.69101	-831.3606	3.5102895	-827.85031	1865.8657	1.0350846	-830.33332	-2132.1093
